QKEY,COVIDMISINFO_W63.5,COVIDCREATE_W63.5,F_PARTYSUM_FINAL,F_IDEO,F_AGECAT,F_EDUCCAT,WEIGHT_W63.5,VOTEGEN_POST_W78,covid_misinfo_belief,trump_vote
201501234826.0,A lot,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.249603774574315,"Donald Trump, the Republican",0.0,1.0
201501235597.0,Some,Not sure,Dem/Lean Dem,Liberal,50-64,Some College,0.178917003488178,"Joe Biden, the Democrat",,0.0
201501237105.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,1.3459779805211984,"Donald Trump, the Republican",0.0,1.0
201501256594.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.731697566812459,"Joe Biden, the Democrat",0.0,0.0
201501265402.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,College graduate+,0.4883826596200049,"Donald Trump, the Republican",1.0,1.0
201501265564.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.1812722853626573,"Joe Biden, the Democrat",0.0,0.0
201501265578.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,18-29,College graduate+,1.6009848354131146,"Joe Biden, the Democrat",1.0,0.0
201501266277.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2079462300596719,"Joe Biden, the Democrat",0.0,0.0
201501266522.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,H.S. graduate or less,3.2367062003697007,"Joe Biden, the Democrat",0.0,0.0
201501266543.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.5501445714967962,"Joe Biden, the Democrat",0.0,0.0
201501266659.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.3845194120995435,"Joe Biden, the Democrat",0.0,0.0
201501266762.0,None at all,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.896600104203831,"Joe Biden, the Democrat",,0.0
201501267308.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.2806796851497508,"Joe Biden, the Democrat",0.0,0.0
201501267487.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.3563115169619729,"Joe Biden, the Democrat",0.0,0.0
201501267906.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.8917999017958306,"Joe Biden, the Democrat",1.0,0.0
201501268222.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,3.0540477131626096,"Donald Trump, the Republican",1.0,1.0
201501268429.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989,"Joe Biden, the Democrat",0.0,0.0
201501268997.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,1.8420329839638148,"Joe Biden, the Democrat",0.0,0.0
201501269070.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,50-64,College graduate+,0.2532441664265915,"Donald Trump, the Republican",0.0,1.0
201501269217.0,Not much,Not sure,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,1.114896958342298,"Joe Biden, the Democrat",,0.0
201501269867.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.6327018218262234,"Joe Biden, the Democrat",0.0,0.0
201501271883.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,Some College,0.6760668510788223,"Donald Trump, the Republican",0.0,1.0
201501272683.0,Some,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.2547848262475639,"Donald Trump, the Republican",0.0,1.0
201501272748.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,Some College,1.4006546171055858,"Donald Trump, the Republican",,1.0
201501272917.0,None at all,Not sure,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,3.705843601593603,"Donald Trump, the Republican",,1.0
201501273530.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,3.42607749300916,"Donald Trump, the Republican",0.0,1.0
201501273726.0,None at all,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.7146041181199958,"Donald Trump, the Republican",1.0,1.0
201501273825.0,Not much,Was made accidentally in a lab,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,2.0689051260947804,"Donald Trump, the Republican",,1.0
201501273896.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.3631146217736896,"Joe Biden, the Democrat",0.0,0.0
201501274268.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,Some College,0.3693472070049314,"Joe Biden, the Democrat",0.0,0.0
201501274506.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.4583816007988759,"Joe Biden, the Democrat",0.0,0.0
201501274536.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.4058917607663572,"Joe Biden, the Democrat",0.0,0.0
201501274544.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.2762914555467797,"Joe Biden, the Democrat",0.0,0.0
201501274670.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.6281830345909123,"Donald Trump, the Republican",1.0,1.0
201501274684.0,Not much,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,0.1959819721057339,"Donald Trump, the Republican",,1.0
201501274936.0,None at all,Not sure,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,3.000943788837882,"Donald Trump, the Republican",,1.0
201501275124.0,None at all,Not sure,Dem/Lean Dem,Moderate,65+,H.S. graduate or less,0.9349476995973716,"Joe Biden, the Democrat",,0.0
201501275310.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.9779979339620596,"Joe Biden, the Democrat",0.0,0.0
201501275434.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.4118632994549787,"Joe Biden, the Democrat",0.0,0.0
201501275454.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Refused,50-64,Some College,0.2322970679197495,"Joe Biden, the Democrat",1.0,0.0
201501275513.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.31271147845065,"Joe Biden, the Democrat",0.0,0.0
201501275817.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,H.S. graduate or less,2.926795385556735,"Donald Trump, the Republican",0.0,1.0
201501276134.0,A lot,Was developed intentionally in a lab,Dem/Lean Dem,Very liberal,30-49,H.S. graduate or less,1.4833992955593616,"Joe Biden, the Democrat",1.0,0.0
201501277940.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.4984096403182312,"Joe Biden, the Democrat",0.0,0.0
201501278367.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.2895649318999108,"Joe Biden, the Democrat",0.0,0.0
201501279250.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.4207792446971104,"Donald Trump, the Republican",1.0,1.0
201501280069.0,A lot,Was made accidentally in a lab,Rep/Lean Rep,Very conservative,50-64,H.S. graduate or less,0.966327022471368,"Donald Trump, the Republican",,1.0
201501280420.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Moderate,50-64,Some College,0.978028129982482,"Donald Trump, the Republican",,1.0
201501280504.0,Some,Came about naturally,Dem/Lean Dem,Conservative,65+,College graduate+,0.227483968598657,"Joe Biden, the Democrat",0.0,0.0
201501280846.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.7404250531134534,"Joe Biden, the Democrat",0.0,0.0
201501280893.0,None at all,Refused,Dem/Lean Dem,Moderate,65+,Some College,0.3109262689363723,"Joe Biden, the Democrat",,0.0
201501281314.0,Some,Not sure,Dem/Lean Dem,Moderate,30-49,College graduate+,0.380234298379985,"Joe Biden, the Democrat",,0.0
201501282056.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,College graduate+,0.2992426708355551,"Donald Trump, the Republican",0.0,1.0
201501282208.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.7332315402427623,"Joe Biden, the Democrat",0.0,0.0
201501283285.0,Some,Came about naturally,DK/Refused/No lean,Conservative,50-64,College graduate+,0.5093639646895178,,0.0,
201501283889.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,30-49,College graduate+,1.2012040408323752,"Donald Trump, the Republican",1.0,1.0
201501284516.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.6487897855714696,"Donald Trump, the Republican",1.0,1.0
201501284640.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.89111140840927,"Donald Trump, the Republican",0.0,1.0
201501285747.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.2747225254323155,"Joe Biden, the Democrat",0.0,0.0
201501348046.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,Some College,0.8334178876462494,"Joe Biden, the Democrat",0.0,0.0
201501348049.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,1.3782060704703711,"Donald Trump, the Republican",,1.0
201501348397.0,Some,Not sure,Dem/Lean Dem,Moderate,50-64,Some College,0.9268131769097352,"Joe Biden, the Democrat",,0.0
201501349587.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.4118632994549787,"Joe Biden, the Democrat",0.0,0.0
201501354357.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,1.3782060704703711,,0.0,
201501354700.0,Some,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,0.5803723633964334,"Joe Biden, the Democrat",0.0,0.0
201501361353.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,0.501097021579651,"Donald Trump, the Republican",0.0,1.0
201501410034.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.20313757190989,"Joe Biden, the Democrat",0.0,0.0
201501414200.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,1.477071306102803,"Donald Trump, the Republican",1.0,1.0
201501423673.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.3927789683688288,"Jo Jorgensen, the Libertarian Party candidate",0.0,
201501453961.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,65+,Some College,0.786642452208476,"Joe Biden, the Democrat",0.0,0.0
201501454640.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.3851707011805512,"Donald Trump, the Republican",0.0,1.0
201501455834.0,Some,Not sure,Rep/Lean Rep,Moderate,30-49,Some College,4.955949934275197,"Donald Trump, the Republican",,1.0
201501456584.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.5042469656148796,"Donald Trump, the Republican",0.0,1.0
201501457166.0,Some,Came about naturally,Dem/Lean Dem,Moderate,50-64,Some College,0.6743652103122222,"Joe Biden, the Democrat",0.0,0.0
201501482423.0,Some,Not sure,Dem/Lean Dem,Moderate,18-29,College graduate+,0.4072445083499751,"Joe Biden, the Democrat",,0.0
201501485572.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3820800070185695,"Joe Biden, the Democrat",0.0,0.0
201501485610.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,2.315711755021757,"Donald Trump, the Republican",,1.0
201501486651.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,1.0356267595331767,"Donald Trump, the Republican",1.0,1.0
201501487009.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Very conservative,65+,College graduate+,0.2541918555187609,"Donald Trump, the Republican",1.0,1.0
201501495540.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Conservative,30-49,H.S. graduate or less,1.38705351318411,"Donald Trump, the Republican",,1.0
201501509937.0,Not much,Not sure,Rep/Lean Rep,Conservative,65+,H.S. graduate or less,3.454567688929445,"Donald Trump, the Republican",,1.0
201501510512.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,65+,H.S. graduate or less,2.065381622560378,"Joe Biden, the Democrat",0.0,0.0
201501600201.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,50-64,College graduate+,0.4094636195140061,"Joe Biden, the Democrat",0.0,0.0
201501600458.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.4724202389878597,"Joe Biden, the Democrat",0.0,0.0
201501600500.0,Some,Not sure,Rep/Lean Rep,Conservative,30-49,College graduate+,0.4883826596200049,"Donald Trump, the Republican",,1.0
201501600624.0,A lot,Was made accidentally in a lab,Dem/Lean Dem,Moderate,30-49,Some College,0.9206329155192868,"Donald Trump, the Republican",,1.0
201501600878.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,Some College,1.7232739219119475,,1.0,
201501601006.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.3018674985437312,"Joe Biden, the Democrat",0.0,0.0
201501601049.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,2.9161059356385626,"Donald Trump, the Republican",,1.0
201501601270.0,None at all,Not sure,Rep/Lean Rep,Refused,50-64,Some College,0.881566368834353,,,
201501601490.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.20313757190989,"Joe Biden, the Democrat",0.0,0.0
201501601533.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,1.871067461179187,,0.0,
201501601872.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.5158848355642376,"Joe Biden, the Democrat",0.0,0.0
201501601930.0,Some,Not sure,Dem/Lean Dem,Moderate,65+,Some College,0.3361813927087328,"Joe Biden, the Democrat",,0.0
201501602002.0,Not much,Not sure,DK/Refused/No lean,Moderate,65+,College graduate+,0.497122883305049,"Joe Biden, the Democrat",,0.0
201501602033.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,1.046334170243871,"Donald Trump, the Republican",0.0,1.0
201501602641.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.393722213983094,"Joe Biden, the Democrat",0.0,0.0
201501602753.0,None at all,Came about naturally,Rep/Lean Rep,Very conservative,65+,College graduate+,0.575242611489201,"Donald Trump, the Republican",0.0,1.0
201501602911.0,Not much,Came about naturally,Rep/Lean Rep,Conservative,65+,Some College,1.223323093074442,"Donald Trump, the Republican",0.0,1.0
201501602912.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,College graduate+,0.9947060839888168,"Joe Biden, the Democrat",1.0,0.0
201501603019.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.4720559893154756,"Joe Biden, the Democrat",0.0,0.0
201501603202.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.5443748794130429,"Joe Biden, the Democrat",0.0,0.0
201501603510.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.4883826596200049,"Donald Trump, the Republican",0.0,1.0
201501603588.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2597747937323112,"Joe Biden, the Democrat",0.0,0.0
201501603640.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.4781205517633455,"Joe Biden, the Democrat",0.0,0.0
201501603687.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.5501445714967962,"Joe Biden, the Democrat",0.0,0.0
201501603866.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,65+,College graduate+,1.008594869048371,"Donald Trump, the Republican",0.0,1.0
201501603919.0,Some,Came about naturally,Rep/Lean Rep,Conservative,30-49,College graduate+,0.6333048899367493,"Donald Trump, the Republican",0.0,1.0
201501603993.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3520229961637635,"Joe Biden, the Democrat",0.0,0.0
201501604048.0,None at all,Not sure,Dem/Lean Dem,Very liberal,50-64,College graduate+,0.8403251282090664,"Joe Biden, the Democrat",,0.0
201501604216.0,Some,Came about naturally,Dem/Lean Dem,Liberal,18-29,College graduate+,0.3891621197886757,"Joe Biden, the Democrat",0.0,0.0
201501604253.0,Some,Not sure,Dem/Lean Dem,Moderate,65+,Some College,1.0409523878649471,"Joe Biden, the Democrat",,0.0
201501604380.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,0.530154678758941,"Joe Biden, the Democrat",0.0,0.0
201501604382.0,None at all,Was developed intentionally in a lab,Dem/Lean Dem,Liberal,50-64,Some College,0.8890735807514345,"Joe Biden, the Democrat",1.0,0.0
201501604808.0,Some,Came about naturally,Rep/Lean Rep,Very conservative,65+,Some College,0.3783017177499095,"Donald Trump, the Republican",0.0,1.0
201501604928.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,Some College,1.223323093074442,"Donald Trump, the Republican",,1.0
201501605240.0,None at all,Came about naturally,Rep/Lean Rep,Moderate,65+,H.S. graduate or less,2.1609375037906613,"Donald Trump, the Republican",0.0,1.0
201501605317.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.5529516220670304,"Joe Biden, the Democrat",0.0,0.0
201501605366.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,18-29,H.S. graduate or less,7.487621221765812,,1.0,
201501605822.0,Some,Came about naturally,Dem/Lean Dem,Very liberal,30-49,Some College,1.4295403210379063,"Joe Biden, the Democrat",0.0,0.0
201501605964.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.3969454060152921,"Joe Biden, the Democrat",0.0,0.0
201501605978.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.5575009957315467,Another candidate,0.0,
201501606159.0,None at all,Not sure,Rep/Lean Rep,Conservative,18-29,College graduate+,1.1838460569215885,"Donald Trump, the Republican",,1.0
201501606569.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.684253687803667,"Joe Biden, the Democrat",0.0,0.0
201501606644.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,0.766236920191091,"Donald Trump, the Republican",1.0,1.0
201501606776.0,Some,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.4751154679503281,"Joe Biden, the Democrat",0.0,0.0
201501606876.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.724054467760679,"Joe Biden, the Democrat",0.0,0.0
201501607965.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,H.S. graduate or less,1.1610107312017186,,,
201501608651.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.3770680651345172,"Joe Biden, the Democrat",0.0,0.0
201501608939.0,Some,Came about naturally,Dem/Lean Dem,Moderate,30-49,Some College,1.386462084790581,"Joe Biden, the Democrat",0.0,0.0
201501609032.0,Some,Was developed intentionally in a lab,Dem/Lean Dem,Very conservative,30-49,H.S. graduate or less,4.259482357562682,,1.0,
201501609213.0,Not much,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.5046752744340405,"Joe Biden, the Democrat",0.0,0.0
201501609318.0,Some,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.3613555868673831,"Donald Trump, the Republican",0.0,1.0
201501609825.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,0.7152250823497593,"Joe Biden, the Democrat",0.0,0.0
201501609904.0,A lot,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.3912078180468071,"Joe Biden, the Democrat",0.0,0.0
201501610171.0,None at all,Refused,Dem/Lean Dem,Conservative,65+,H.S. graduate or less,0.7476977097587845,"Joe Biden, the Democrat",,0.0
201501610350.0,None at all,Not sure,Rep/Lean Rep,Moderate,65+,Some College,0.5133480775464817,"Donald Trump, the Republican",,1.0
201501610567.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,18-29,College graduate+,0.6725070139154015,"Joe Biden, the Democrat",0.0,0.0
201501610872.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.6019191715444582,"Joe Biden, the Democrat",0.0,0.0
201501610962.0,Some,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,0.3461466311582292,"Joe Biden, the Democrat",,0.0
201501611091.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,Some College,1.802244751336584,"Joe Biden, the Democrat",0.0,0.0
201501611174.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.3170077371195459,"Joe Biden, the Democrat",0.0,0.0
201501611230.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2071585362363679,"Joe Biden, the Democrat",0.0,0.0
201501611531.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.1882870651670151,"Joe Biden, the Democrat",0.0,0.0
201501611628.0,Some,Came about naturally,Dem/Lean Dem,Liberal,65+,College graduate+,0.227483968598657,"Joe Biden, the Democrat",0.0,0.0
201501611923.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,H.S. graduate or less,2.0656123852247297,"Donald Trump, the Republican",1.0,1.0
201501612238.0,Not much,Was made accidentally in a lab,Rep/Lean Rep,Conservative,50-64,Some College,0.8641334764779848,"Donald Trump, the Republican",,1.0
201501612249.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,College graduate+,0.4984096403182312,"Donald Trump, the Republican",,1.0
201501612403.0,Not much,Came about naturally,Dem/Lean Dem,Very liberal,30-49,College graduate+,0.9281622945839936,"Joe Biden, the Democrat",0.0,0.0
201501612694.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,H.S. graduate or less,1.4493417432863835,,0.0,
201501613005.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2885830074398682,"Joe Biden, the Democrat",,0.0
201501613056.0,A lot,Was made accidentally in a lab,Dem/Lean Dem,Moderate,18-29,College graduate+,1.0711637892946917,"Joe Biden, the Democrat",,0.0
201501613180.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.758525813369407,"Joe Biden, the Democrat",0.0,0.0
201501613692.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,65+,College graduate+,1.008594869048371,"Donald Trump, the Republican",1.0,1.0
201501613699.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.3044608748746562,"Joe Biden, the Democrat",0.0,0.0
201501613809.0,Some,Not sure,Rep/Lean Rep,Liberal,50-64,College graduate+,0.2914983628884342,"Donald Trump, the Republican",,1.0
201501613856.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.5158848355642376,"Joe Biden, the Democrat",0.0,0.0
201501613872.0,A lot,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,3.3963980754906364,,1.0,
201501613977.0,Some,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.1559054542418636,"Joe Biden, the Democrat",0.0,0.0
201501614057.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,65+,Some College,0.4395466327482392,"Joe Biden, the Democrat",0.0,0.0
201501614383.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,Some College,0.2692229282588516,"Joe Biden, the Democrat",0.0,0.0
201501614487.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,Some College,0.4395466327482392,"Howie Hawkins, the Green Party candidate",0.0,
201501614513.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,30-49,College graduate+,0.8049722354498939,,0.0,
201501614900.0,None at all,Was made accidentally in a lab,Rep/Lean Rep,Moderate,65+,College graduate+,0.3799503165840621,"Donald Trump, the Republican",,1.0
201501614934.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,65+,College graduate+,0.2747225254323155,"Joe Biden, the Democrat",0.0,0.0
201501615009.0,A lot,Not sure,Dem/Lean Dem,Liberal,50-64,College graduate+,0.7429620077879978,"Joe Biden, the Democrat",,0.0
201501615153.0,Some,Came about naturally,Rep/Lean Rep,Moderate,50-64,H.S. graduate or less,2.371694340761707,"Joe Biden, the Democrat",0.0,0.0
201501615280.0,A lot,Not sure,Rep/Lean Rep,Very conservative,65+,College graduate+,0.6567529151301014,"Donald Trump, the Republican",,1.0
201501615344.0,Not much,Came about naturally,Dem/Lean Dem,Moderate,30-49,College graduate+,0.382698826113035,"Joe Biden, the Democrat",0.0,0.0
201501615347.0,Some,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2245468314738765,"Joe Biden, the Democrat",0.0,0.0
201501615624.0,Some,Not sure,Rep/Lean Rep,Conservative,65+,Some College,0.4252600385201371,"Donald Trump, the Republican",,1.0
201501615636.0,Not much,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,50-64,College graduate+,0.287719498190477,"Donald Trump, the Republican",1.0,1.0
201501615820.0,A lot,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.1731281084226925,"Joe Biden, the Democrat",0.0,0.0
201501616057.0,Not much,Came about naturally,Dem/Lean Dem,Liberal,50-64,College graduate+,0.2137252059038369,"Joe Biden, the Democrat",0.0,0.0
201501616087.0,None at all,Came about naturally,Rep/Lean Rep,Liberal,50-64,College graduate+,0.6323267760894709,"Donald Trump, the Republican",0.0,1.0
201501616276.0,A lot,Came about naturally,Rep/Lean Rep,Moderate,50-64,College graduate+,0.2260969705639315,"Donald Trump, the Republican",0.0,1.0
201501616605.0,None at all,Came about naturally,Dem/Lean Dem,Very liberal,65+,College graduate+,0.8292267917270667,"Joe Biden, the Democrat",0.0,0.0
201501616730.0,Some,Came about naturally,Rep/Lean Rep,Moderate,30-49,College graduate+,0.6703145911090845,,0.0,
201501616873.0,Not much,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2299640762323196,"Joe Biden, the Democrat",,0.0
201501616918.0,Some,Was made accidentally in a lab,Rep/Lean Rep,Conservative,65+,Some College,0.5736870554577518,"Donald Trump, the Republican",,1.0
201501617119.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Conservative,30-49,College graduate+,1.02229317025989,"Donald Trump, the Republican",1.0,1.0
201501617177.0,Some,Not sure,Dem/Lean Dem,Very liberal,50-64,College graduate+,1.2896996538681986,"Donald Trump, the Republican",,1.0
201501617219.0,Not much,Not sure,Dem/Lean Dem,Liberal,30-49,Some College,1.46781750318298,"Joe Biden, the Democrat",,0.0
201501617329.0,None at all,Came about naturally,Dem/Lean Dem,Liberal,50-64,H.S. graduate or less,1.114896958342298,"Joe Biden, the Democrat",0.0,0.0
201501617649.0,None at all,Came about naturally,Dem/Lean Dem,Moderate,18-29,College graduate+,0.7728096122333743,"Joe Biden, the Democrat",0.0,0.0
201501617655.0,Not much,Not sure,Dem/Lean Dem,Moderate,65+,College graduate+,0.497122883305049,"Joe Biden, the Democrat",,0.0
201501618250.0,Not much,Was developed intentionally in a lab,Dem/Lean Dem,Moderate,50-64,College graduate+,0.2259387047791192,"Joe Biden, the Democrat",1.0,0.0
201501618315.0,None at all,Came about naturally,Rep/Lean Rep,Conservative,50-64,Some College,0.4397665373684089,Refused,0.0,
201501618342.0,Some,Not sure,Dem/Lean Dem,Liberal,30-49,College graduate+,0.1551878097985753,"Joe Biden, the Democrat",,0.0
201501618691.0,A lot,Not sure,Dem/Lean Dem,Moderate,50-64,College graduate+,3.012105898712675,"Joe Biden, the Democrat",,0.0
201501618809.0,Some,Was developed intentionally in a lab,Rep/Lean Rep,Moderate,30-49,Some College,2.465397037277438,"Joe Biden, the Democrat",1.0,0.0
