QKEY,VOTEGEN_POST_W78
201701608817.0,"Joe Biden, the Democrat"
201701609128.0,"Joe Biden, the Democrat"
201701609372.0,"Joe Biden, the Democrat"
201701609441.0,"Joe Biden, the Democrat"
201701609542.0,"Donald Trump, the Republican"
201701609652.0,"Joe Biden, the Democrat"
201701609785.0,"Joe Biden, the Democrat"
201701610403.0,"Joe Biden, the Democrat"
201701610536.0,"Donald Trump, the Republican"
201701610546.0,"Donald Trump, the Republican"
201701610930.0,"Donald Trump, the Republican"
201701611060.0,"Joe Biden, the Democrat"
201701611096.0,"Joe Biden, the Democrat"
201701612453.0,"Donald Trump, the Republican"
201701612823.0,"Joe Biden, the Democrat"
201701613286.0,
201701613524.0,"Donald Trump, the Republican"
201701613588.0,"Joe Biden, the Democrat"
201701614095.0,"Joe Biden, the Democrat"
201701614365.0,"Joe Biden, the Democrat"
201701614438.0,"Donald Trump, the Republican"
201701614640.0,"Donald Trump, the Republican"
201701614857.0,"Joe Biden, the Democrat"
201701615366.0,"Donald Trump, the Republican"
201701616369.0,"Joe Biden, the Democrat"
201701616800.0,"Joe Biden, the Democrat"
201701617146.0,"Joe Biden, the Democrat"
201701617271.0,"Joe Biden, the Democrat"
201701617387.0,"Joe Biden, the Democrat"
201701617953.0,"Donald Trump, the Republican"
201701618301.0,"Joe Biden, the Democrat"
201701618477.0,"Joe Biden, the Democrat"
201701618677.0,"Donald Trump, the Republican"
201701619446.0,"Donald Trump, the Republican"
201701619456.0,"Joe Biden, the Democrat"
201701619463.0,"Donald Trump, the Republican"
201701620095.0,"Donald Trump, the Republican"
201701620576.0,"Joe Biden, the Democrat"
201701621299.0,"Joe Biden, the Democrat"
201701621328.0,"Joe Biden, the Democrat"
201701621782.0,"Donald Trump, the Republican"
201701621926.0,"Joe Biden, the Democrat"
201701621929.0,
201701622285.0,"Joe Biden, the Democrat"
201701622534.0,"Joe Biden, the Democrat"
201701622651.0,"Joe Biden, the Democrat"
201701622914.0,"Joe Biden, the Democrat"
201701622976.0,
201701623102.0,"Joe Biden, the Democrat"
201701623394.0,"Donald Trump, the Republican"
201701624259.0,"Joe Biden, the Democrat"
201701624795.0,"Joe Biden, the Democrat"
201701625140.0,"Jo Jorgensen, the Libertarian Party candidate"
201701625717.0,"Joe Biden, the Democrat"
201701626179.0,"Donald Trump, the Republican"
201701626907.0,"Joe Biden, the Democrat"
201701627727.0,"Joe Biden, the Democrat"
201701628100.0,Another candidate
201701629027.0,"Joe Biden, the Democrat"
201701629223.0,"Donald Trump, the Republican"
201701629496.0,"Donald Trump, the Republican"
201701629537.0,"Donald Trump, the Republican"
201701630536.0,"Donald Trump, the Republican"
201701630623.0,
201701630863.0,"Joe Biden, the Democrat"
201701631071.0,"Joe Biden, the Democrat"
201701631135.0,"Joe Biden, the Democrat"
201701631249.0,
201701631683.0,
201701632649.0,"Donald Trump, the Republican"
201701632873.0,
201701633361.0,
201701633668.0,Refused
201701634066.0,"Joe Biden, the Democrat"
201701634255.0,"Donald Trump, the Republican"
201701634735.0,"Joe Biden, the Democrat"
201701634759.0,
201701635321.0,"Joe Biden, the Democrat"
201701635609.0,"Joe Biden, the Democrat"
201701635616.0,"Jo Jorgensen, the Libertarian Party candidate"
201701635769.0,"Donald Trump, the Republican"
201701635779.0,
201701636267.0,"Joe Biden, the Democrat"
201701636662.0,"Joe Biden, the Democrat"
201701636901.0,"Donald Trump, the Republican"
201701636928.0,"Donald Trump, the Republican"
201701637121.0,"Jo Jorgensen, the Libertarian Party candidate"
201701637196.0,"Jo Jorgensen, the Libertarian Party candidate"
201701638114.0,"Joe Biden, the Democrat"
201701639508.0,"Donald Trump, the Republican"
201701640014.0,"Joe Biden, the Democrat"
201701640336.0,"Joe Biden, the Democrat"
201701640523.0,"Joe Biden, the Democrat"
201701641473.0,
201701641615.0,"Donald Trump, the Republican"
201701642511.0,
201701642517.0,"Joe Biden, the Democrat"
201701642652.0,"Joe Biden, the Democrat"
201701642666.0,"Joe Biden, the Democrat"
201701642740.0,"Joe Biden, the Democrat"
201701643011.0,"Joe Biden, the Democrat"
201701643053.0,
201701643166.0,"Joe Biden, the Democrat"
201701643175.0,"Donald Trump, the Republican"
201701643262.0,"Donald Trump, the Republican"
201701643388.0,
201701643469.0,"Donald Trump, the Republican"
201701643850.0,"Donald Trump, the Republican"
201701644429.0,"Joe Biden, the Democrat"
201701644788.0,"Joe Biden, the Democrat"
201701645082.0,"Joe Biden, the Democrat"
201701645957.0,"Joe Biden, the Democrat"
201701646732.0,"Joe Biden, the Democrat"
201701646756.0,"Joe Biden, the Democrat"
201701647496.0,"Joe Biden, the Democrat"
201701647575.0,"Joe Biden, the Democrat"
201701647676.0,"Joe Biden, the Democrat"
201701647711.0,"Joe Biden, the Democrat"
201701647736.0,"Joe Biden, the Democrat"
201701647960.0,"Joe Biden, the Democrat"
201701647977.0,"Joe Biden, the Democrat"
201701648316.0,"Joe Biden, the Democrat"
201701648829.0,"Joe Biden, the Democrat"
201701648997.0,"Donald Trump, the Republican"
201701649279.0,"Donald Trump, the Republican"
201701649376.0,
201701649448.0,"Joe Biden, the Democrat"
201701649728.0,"Joe Biden, the Democrat"
201701649905.0,"Joe Biden, the Democrat"
201701650399.0,"Joe Biden, the Democrat"
201701650762.0,"Joe Biden, the Democrat"
201701651035.0,"Joe Biden, the Democrat"
201701651057.0,"Joe Biden, the Democrat"
201701651701.0,"Joe Biden, the Democrat"
201701651794.0,
201701652109.0,"Donald Trump, the Republican"
201701652152.0,"Donald Trump, the Republican"
201701653417.0,
201701653727.0,"Donald Trump, the Republican"
201701654247.0,"Joe Biden, the Democrat"
201701655314.0,
201701656157.0,"Joe Biden, the Democrat"
201701657091.0,"Joe Biden, the Democrat"
201701657354.0,"Donald Trump, the Republican"
201701657660.0,"Joe Biden, the Democrat"
201701658035.0,"Joe Biden, the Democrat"
201701658319.0,"Joe Biden, the Democrat"
201701658645.0,"Joe Biden, the Democrat"
201701658716.0,"Joe Biden, the Democrat"
201701658940.0,"Donald Trump, the Republican"
201701658949.0,"Joe Biden, the Democrat"
201701659002.0,
201701659298.0,"Donald Trump, the Republican"
201701660510.0,"Joe Biden, the Democrat"
201701660516.0,"Joe Biden, the Democrat"
201701660622.0,
201701660909.0,
201701661076.0,"Joe Biden, the Democrat"
201701661123.0,"Donald Trump, the Republican"
201701661147.0,"Donald Trump, the Republican"
201701662260.0,"Donald Trump, the Republican"
201701662550.0,"Joe Biden, the Democrat"
201701662558.0,"Donald Trump, the Republican"
201701662648.0,"Donald Trump, the Republican"
201701662714.0,"Joe Biden, the Democrat"
201701663692.0,"Donald Trump, the Republican"
201701664244.0,"Joe Biden, the Democrat"
201701664888.0,"Joe Biden, the Democrat"
201701665154.0,"Joe Biden, the Democrat"
201701665582.0,
201701665607.0,"Joe Biden, the Democrat"
201701665628.0,
201701665651.0,"Donald Trump, the Republican"
201701665792.0,"Joe Biden, the Democrat"
201701665943.0,
201701666392.0,"Joe Biden, the Democrat"
201701666727.0,
201701667125.0,
201701667233.0,"Donald Trump, the Republican"
201701668073.0,"Joe Biden, the Democrat"
201701668677.0,"Joe Biden, the Democrat"
201701669333.0,"Donald Trump, the Republican"
201701669369.0,"Joe Biden, the Democrat"
201701669511.0,"Joe Biden, the Democrat"
201701669600.0,"Donald Trump, the Republican"
201701669764.0,"Donald Trump, the Republican"
201701670581.0,"Joe Biden, the Democrat"
201701671038.0,"Joe Biden, the Democrat"
201701671197.0,"Donald Trump, the Republican"
201701671292.0,"Joe Biden, the Democrat"
201701671805.0,"Joe Biden, the Democrat"
201701671858.0,
201701671884.0,"Joe Biden, the Democrat"
201701672749.0,"Donald Trump, the Republican"
201701674853.0,"Joe Biden, the Democrat"
201701675153.0,
201701675450.0,"Joe Biden, the Democrat"
201701675847.0,
201701676350.0,"Donald Trump, the Republican"
201701676912.0,"Joe Biden, the Democrat"
201701677542.0,"Donald Trump, the Republican"
201701677591.0,"Joe Biden, the Democrat"
201701677731.0,"Joe Biden, the Democrat"
201701677878.0,"Joe Biden, the Democrat"
201701678401.0,"Joe Biden, the Democrat"
201701678593.0,"Donald Trump, the Republican"
201701678777.0,"Joe Biden, the Democrat"
201701679157.0,"Donald Trump, the Republican"
201701679209.0,"Jo Jorgensen, the Libertarian Party candidate"
201701679545.0,"Joe Biden, the Democrat"
201701679724.0,"Donald Trump, the Republican"
201701680038.0,"Joe Biden, the Democrat"
201701681031.0,"Joe Biden, the Democrat"
201701681844.0,"Joe Biden, the Democrat"
201701681985.0,"Joe Biden, the Democrat"
201701682236.0,"Donald Trump, the Republican"
201701682378.0,
201701682407.0,"Joe Biden, the Democrat"
201701682414.0,"Donald Trump, the Republican"
201701682656.0,"Donald Trump, the Republican"
201701683212.0,"Donald Trump, the Republican"
201701683292.0,"Joe Biden, the Democrat"
201701684328.0,"Donald Trump, the Republican"
201701684527.0,"Donald Trump, the Republican"
201701684661.0,"Joe Biden, the Democrat"
201701684785.0,
201701684795.0,"Joe Biden, the Democrat"
201701684911.0,"Joe Biden, the Democrat"
201701685687.0,"Joe Biden, the Democrat"
201701686124.0,"Joe Biden, the Democrat"
201701686171.0,"Joe Biden, the Democrat"
201701686476.0,"Joe Biden, the Democrat"
201701686892.0,"Jo Jorgensen, the Libertarian Party candidate"
201701687014.0,
201701687546.0,"Donald Trump, the Republican"
201701687565.0,"Joe Biden, the Democrat"
201701687851.0,"Donald Trump, the Republican"
201701688174.0,"Joe Biden, the Democrat"
201701688460.0,"Donald Trump, the Republican"
201701688857.0,"Joe Biden, the Democrat"
201701688908.0,"Joe Biden, the Democrat"
201701690119.0,"Joe Biden, the Democrat"
201701690323.0,"Joe Biden, the Democrat"
201701690429.0,"Joe Biden, the Democrat"
201701690787.0,Another candidate
201701690935.0,"Joe Biden, the Democrat"
201701691053.0,"Joe Biden, the Democrat"
201701691214.0,"Joe Biden, the Democrat"
201701691341.0,"Joe Biden, the Democrat"
201701691400.0,"Donald Trump, the Republican"
201701691633.0,"Joe Biden, the Democrat"
201701691779.0,"Donald Trump, the Republican"
201701692063.0,"Donald Trump, the Republican"
201701692167.0,"Joe Biden, the Democrat"
201701692909.0,"Joe Biden, the Democrat"
201701693435.0,"Donald Trump, the Republican"
201701693582.0,"Joe Biden, the Democrat"
201701693618.0,"Joe Biden, the Democrat"
201701693735.0,"Joe Biden, the Democrat"
201701694636.0,"Joe Biden, the Democrat"
201701694992.0,"Joe Biden, the Democrat"
201701695007.0,"Joe Biden, the Democrat"
201701695571.0,"Joe Biden, the Democrat"
201701695713.0,"Donald Trump, the Republican"
201701695901.0,"Joe Biden, the Democrat"
201701696926.0,"Donald Trump, the Republican"
201701696980.0,"Donald Trump, the Republican"
201701697127.0,"Joe Biden, the Democrat"
201701697440.0,"Donald Trump, the Republican"
201701698191.0,"Joe Biden, the Democrat"
201701698256.0,"Joe Biden, the Democrat"
201701698267.0,"Joe Biden, the Democrat"
201701698723.0,
201701699243.0,
201701699356.0,
201701699659.0,"Joe Biden, the Democrat"
201701700750.0,"Joe Biden, the Democrat"
201701701371.0,"Donald Trump, the Republican"
201701701610.0,
201701701816.0,"Donald Trump, the Republican"
201701702225.0,"Joe Biden, the Democrat"
201701702866.0,"Joe Biden, the Democrat"
201701702980.0,Another candidate
201701703253.0,"Joe Biden, the Democrat"
201701703595.0,
201701703765.0,"Joe Biden, the Democrat"
201701704165.0,"Donald Trump, the Republican"
201701704174.0,"Joe Biden, the Democrat"
201701704220.0,"Joe Biden, the Democrat"
201701704989.0,
201701705856.0,"Donald Trump, the Republican"
201701706120.0,"Howie Hawkins, the Green Party candidate"
201701706411.0,"Joe Biden, the Democrat"
201701706522.0,"Joe Biden, the Democrat"
201701707240.0,"Joe Biden, the Democrat"
201701707483.0,"Joe Biden, the Democrat"
201701708038.0,"Donald Trump, the Republican"
201701708598.0,"Donald Trump, the Republican"
201701708677.0,"Donald Trump, the Republican"
201701709488.0,"Joe Biden, the Democrat"
201701710347.0,"Joe Biden, the Democrat"
201701710900.0,"Donald Trump, the Republican"
201701711606.0,
201701711715.0,"Donald Trump, the Republican"
201701711731.0,
201701712221.0,"Joe Biden, the Democrat"
201701712793.0,"Donald Trump, the Republican"
201701713004.0,"Joe Biden, the Democrat"
201701713166.0,"Joe Biden, the Democrat"
201701713201.0,"Joe Biden, the Democrat"
201701713214.0,"Joe Biden, the Democrat"
201701713232.0,
201701713877.0,"Donald Trump, the Republican"
201701714612.0,"Joe Biden, the Democrat"
201701714802.0,"Joe Biden, the Democrat"
201701715235.0,Refused
201701715293.0,"Joe Biden, the Democrat"
201701715644.0,"Donald Trump, the Republican"
201701715648.0,"Jo Jorgensen, the Libertarian Party candidate"
201701715651.0,"Donald Trump, the Republican"
201701716103.0,"Donald Trump, the Republican"
201701716173.0,"Joe Biden, the Democrat"
201701716802.0,"Donald Trump, the Republican"
201701717168.0,"Joe Biden, the Democrat"
201701717300.0,"Donald Trump, the Republican"
201701717691.0,"Joe Biden, the Democrat"
201701717772.0,"Joe Biden, the Democrat"
201701717806.0,"Donald Trump, the Republican"
201701717982.0,"Joe Biden, the Democrat"
201701719046.0,"Donald Trump, the Republican"
201701719226.0,
201701720096.0,"Joe Biden, the Democrat"
201701720287.0,"Joe Biden, the Democrat"
201701720565.0,"Joe Biden, the Democrat"
201701720640.0,"Joe Biden, the Democrat"
201701721305.0,"Donald Trump, the Republican"
201701721329.0,"Joe Biden, the Democrat"
201701721488.0,"Joe Biden, the Democrat"
201701721736.0,"Joe Biden, the Democrat"
201701722184.0,"Donald Trump, the Republican"
201701722580.0,"Donald Trump, the Republican"
201701722944.0,"Donald Trump, the Republican"
201701723451.0,"Donald Trump, the Republican"
201701723539.0,"Joe Biden, the Democrat"
201701723603.0,
201701723640.0,"Joe Biden, the Democrat"
201701723920.0,
201701724109.0,"Joe Biden, the Democrat"
201701724122.0,"Joe Biden, the Democrat"
201701724134.0,
201701724208.0,"Donald Trump, the Republican"
201701724617.0,"Donald Trump, the Republican"
201701725053.0,"Joe Biden, the Democrat"
201701725198.0,"Joe Biden, the Democrat"
201701725307.0,"Donald Trump, the Republican"
201701726110.0,
201701726912.0,"Donald Trump, the Republican"
201701727296.0,"Joe Biden, the Democrat"
201701727498.0,"Joe Biden, the Democrat"
201701728224.0,"Joe Biden, the Democrat"
201701728644.0,"Joe Biden, the Democrat"
201701729527.0,"Joe Biden, the Democrat"
201701729596.0,"Joe Biden, the Democrat"
201701730197.0,"Joe Biden, the Democrat"
201701730250.0,
201701730532.0,"Joe Biden, the Democrat"
201701730585.0,"Donald Trump, the Republican"
201701730768.0,"Joe Biden, the Democrat"
201701730879.0,"Donald Trump, the Republican"
201701731382.0,
201701732371.0,"Jo Jorgensen, the Libertarian Party candidate"
201701732803.0,
201701734148.0,"Joe Biden, the Democrat"
201701734489.0,"Joe Biden, the Democrat"
201801000048.0,"Joe Biden, the Democrat"
201801000097.0,
201801000099.0,"Joe Biden, the Democrat"
201801000154.0,"Donald Trump, the Republican"
201801000162.0,"Donald Trump, the Republican"
201801000168.0,"Donald Trump, the Republican"
201801000329.0,"Joe Biden, the Democrat"
201801000341.0,
201801000419.0,"Donald Trump, the Republican"
201801000863.0,"Joe Biden, the Democrat"
201801000954.0,"Joe Biden, the Democrat"
201801000984.0,"Joe Biden, the Democrat"
201801001116.0,"Donald Trump, the Republican"
201801001121.0,"Joe Biden, the Democrat"
201801001147.0,
201801001158.0,"Joe Biden, the Democrat"
201801001376.0,"Donald Trump, the Republican"
201801001456.0,"Joe Biden, the Democrat"
201801001499.0,"Donald Trump, the Republican"
201801001642.0,"Joe Biden, the Democrat"
201801001705.0,"Donald Trump, the Republican"
201801001958.0,"Donald Trump, the Republican"
201801001977.0,"Donald Trump, the Republican"
201801002088.0,"Joe Biden, the Democrat"
201801002101.0,
201801002153.0,"Donald Trump, the Republican"
201801002185.0,"Donald Trump, the Republican"
201801002212.0,
201801002222.0,
201801002238.0,
201801002435.0,
201801002494.0,"Joe Biden, the Democrat"
201801002764.0,"Donald Trump, the Republican"
201801002768.0,
201801002785.0,
201801002809.0,"Joe Biden, the Democrat"
201801002837.0,
201801002884.0,"Joe Biden, the Democrat"
201801002962.0,"Joe Biden, the Democrat"
201801002992.0,"Joe Biden, the Democrat"
201801003162.0,"Joe Biden, the Democrat"
201801003191.0,"Donald Trump, the Republican"
201801003530.0,"Joe Biden, the Democrat"
201801003561.0,"Joe Biden, the Democrat"
201801003595.0,"Joe Biden, the Democrat"
201801003712.0,
201801003838.0,
201801003867.0,
201801004012.0,"Joe Biden, the Democrat"
201801004035.0,"Jo Jorgensen, the Libertarian Party candidate"
201801004146.0,
201801004255.0,
201801004314.0,
201801004432.0,"Joe Biden, the Democrat"
201801004640.0,"Joe Biden, the Democrat"
201801004877.0,
201801004898.0,"Donald Trump, the Republican"
201801004944.0,"Donald Trump, the Republican"
201801004970.0,"Joe Biden, the Democrat"
201801005038.0,"Joe Biden, the Democrat"
201801005071.0,
201801005075.0,"Joe Biden, the Democrat"
201801005136.0,"Donald Trump, the Republican"
201801005158.0,
201801005161.0,"Donald Trump, the Republican"
201801005182.0,"Joe Biden, the Democrat"
201801005282.0,"Joe Biden, the Democrat"
201801005441.0,"Joe Biden, the Democrat"
201801005483.0,"Joe Biden, the Democrat"
201801005490.0,
201801005504.0,"Joe Biden, the Democrat"
201801005624.0,"Joe Biden, the Democrat"
201801005675.0,"Joe Biden, the Democrat"
201801005767.0,"Joe Biden, the Democrat"
201801005861.0,
201801005864.0,"Joe Biden, the Democrat"
201801005905.0,"Donald Trump, the Republican"
201801006132.0,"Joe Biden, the Democrat"
201801006177.0,
201801006202.0,"Joe Biden, the Democrat"
201801006259.0,"Donald Trump, the Republican"
201801006294.0,"Joe Biden, the Democrat"
201801006306.0,"Joe Biden, the Democrat"
201801006376.0,"Donald Trump, the Republican"
201801006487.0,"Joe Biden, the Democrat"
201801006549.0,"Joe Biden, the Democrat"
201801006552.0,
201801006666.0,"Donald Trump, the Republican"
201801006729.0,
201801006778.0,"Joe Biden, the Democrat"
201801007000.0,"Howie Hawkins, the Green Party candidate"
201801007023.0,"Joe Biden, the Democrat"
201801007077.0,"Joe Biden, the Democrat"
201801007113.0,"Joe Biden, the Democrat"
201801007201.0,"Donald Trump, the Republican"
201801007224.0,"Joe Biden, the Democrat"
201801007413.0,"Donald Trump, the Republican"
201801007426.0,"Joe Biden, the Democrat"
201801007441.0,"Joe Biden, the Democrat"
201801007475.0,"Joe Biden, the Democrat"
201801007526.0,"Joe Biden, the Democrat"
201801007527.0,"Joe Biden, the Democrat"
201801007568.0,"Joe Biden, the Democrat"
201801007627.0,"Joe Biden, the Democrat"
201801007690.0,"Joe Biden, the Democrat"
201801007785.0,"Joe Biden, the Democrat"
201801007792.0,"Donald Trump, the Republican"
201801007859.0,
201801007892.0,"Donald Trump, the Republican"
201801007933.0,
201801008026.0,"Joe Biden, the Democrat"
201801008147.0,"Joe Biden, the Democrat"
201801008202.0,"Joe Biden, the Democrat"
201801008227.0,"Joe Biden, the Democrat"
201801008286.0,
201801008363.0,
201801008499.0,"Donald Trump, the Republican"
201801008522.0,
201801008718.0,"Joe Biden, the Democrat"
201801008745.0,"Joe Biden, the Democrat"
201801008759.0,"Joe Biden, the Democrat"
201801008997.0,"Donald Trump, the Republican"
201801009010.0,Another candidate
201801009064.0,
201801009096.0,"Joe Biden, the Democrat"
201801009112.0,"Joe Biden, the Democrat"
201801009141.0,"Joe Biden, the Democrat"
201801009189.0,"Joe Biden, the Democrat"
201801009197.0,"Joe Biden, the Democrat"
201801009209.0,"Joe Biden, the Democrat"
201801009233.0,"Howie Hawkins, the Green Party candidate"
201801009301.0,"Joe Biden, the Democrat"
201801009460.0,"Joe Biden, the Democrat"
201801009810.0,"Joe Biden, the Democrat"
201801009995.0,"Joe Biden, the Democrat"
201801010042.0,"Joe Biden, the Democrat"
201801010296.0,"Joe Biden, the Democrat"
201801010404.0,"Joe Biden, the Democrat"
201801010415.0,"Joe Biden, the Democrat"
201801010444.0,"Joe Biden, the Democrat"
201801010446.0,"Joe Biden, the Democrat"
201801010451.0,"Joe Biden, the Democrat"
201801010466.0,"Donald Trump, the Republican"
201801010469.0,"Joe Biden, the Democrat"
201801010520.0,"Joe Biden, the Democrat"
201801010530.0,"Donald Trump, the Republican"
201801010543.0,"Joe Biden, the Democrat"
201801010864.0,"Joe Biden, the Democrat"
201801010875.0,"Joe Biden, the Democrat"
201801010883.0,"Donald Trump, the Republican"
201801010934.0,"Donald Trump, the Republican"
201801011030.0,"Joe Biden, the Democrat"
201801011032.0,"Joe Biden, the Democrat"
201801011072.0,"Joe Biden, the Democrat"
201801011139.0,"Joe Biden, the Democrat"
201801011142.0,"Donald Trump, the Republican"
201801011170.0,
201801011187.0,"Joe Biden, the Democrat"
201801011196.0,"Joe Biden, the Democrat"
201801011274.0,"Joe Biden, the Democrat"
201801011390.0,"Joe Biden, the Democrat"
201801011392.0,"Joe Biden, the Democrat"
201801011503.0,"Joe Biden, the Democrat"
201801011633.0,
201801011648.0,"Joe Biden, the Democrat"
201801011805.0,"Joe Biden, the Democrat"
201801011816.0,"Joe Biden, the Democrat"
201801011877.0,
201801011929.0,"Donald Trump, the Republican"
201801011936.0,"Joe Biden, the Democrat"
201801011949.0,"Joe Biden, the Democrat"
201801012001.0,
201801012112.0,
201801012174.0,"Donald Trump, the Republican"
201801012191.0,"Joe Biden, the Democrat"
201801012248.0,"Joe Biden, the Democrat"
201801012339.0,
201801012434.0,"Joe Biden, the Democrat"
201801012476.0,
201801012477.0,
201801012539.0,
201801012544.0,"Donald Trump, the Republican"
201801012563.0,"Joe Biden, the Democrat"
201801012568.0,"Donald Trump, the Republican"
201801012653.0,"Jo Jorgensen, the Libertarian Party candidate"
201801012654.0,"Joe Biden, the Democrat"
201801012666.0,"Joe Biden, the Democrat"
201801012704.0,
201801012721.0,"Joe Biden, the Democrat"
201801012727.0,"Donald Trump, the Republican"
201801012729.0,"Joe Biden, the Democrat"
201801012748.0,"Donald Trump, the Republican"
201801012794.0,"Joe Biden, the Democrat"
201801012862.0,"Joe Biden, the Democrat"
201801012915.0,
201801012918.0,"Joe Biden, the Democrat"
201801012957.0,"Joe Biden, the Democrat"
201801013132.0,"Joe Biden, the Democrat"
201801013161.0,
201801013184.0,"Joe Biden, the Democrat"
201801013189.0,"Joe Biden, the Democrat"
201801013339.0,"Joe Biden, the Democrat"
201801013404.0,"Joe Biden, the Democrat"
201801013491.0,"Joe Biden, the Democrat"
201801013506.0,"Donald Trump, the Republican"
201801013592.0,"Joe Biden, the Democrat"
201801013712.0,"Joe Biden, the Democrat"
201801013784.0,"Joe Biden, the Democrat"
201801013929.0,"Joe Biden, the Democrat"
201801013943.0,"Joe Biden, the Democrat"
201801014053.0,"Donald Trump, the Republican"
201801014090.0,"Joe Biden, the Democrat"
201801014093.0,"Joe Biden, the Democrat"
201801014195.0,
201801014202.0,
201801014234.0,"Joe Biden, the Democrat"
201801014280.0,"Joe Biden, the Democrat"
201801014390.0,
201801014577.0,"Joe Biden, the Democrat"
201801014578.0,"Donald Trump, the Republican"
201801014647.0,"Donald Trump, the Republican"
201801014731.0,"Joe Biden, the Democrat"
201801014745.0,
201801014788.0,"Joe Biden, the Democrat"
201801014915.0,"Donald Trump, the Republican"
201801014939.0,"Donald Trump, the Republican"
201801014949.0,"Joe Biden, the Democrat"
201801015016.0,"Donald Trump, the Republican"
201801015035.0,"Joe Biden, the Democrat"
201801015185.0,"Joe Biden, the Democrat"
201801015275.0,"Joe Biden, the Democrat"
201801015472.0,"Joe Biden, the Democrat"
201801015500.0,
201801015522.0,"Joe Biden, the Democrat"
201801015542.0,"Joe Biden, the Democrat"
201801015581.0,
201801015620.0,"Joe Biden, the Democrat"
201801015624.0,
201801015651.0,"Donald Trump, the Republican"
201801015658.0,"Joe Biden, the Democrat"
201801015678.0,"Joe Biden, the Democrat"
201801015720.0,"Joe Biden, the Democrat"
201801015726.0,"Joe Biden, the Democrat"
201801015744.0,
201801015746.0,"Joe Biden, the Democrat"
201801015839.0,"Donald Trump, the Republican"
201801016016.0,"Joe Biden, the Democrat"
201801016020.0,"Donald Trump, the Republican"
201801016074.0,"Joe Biden, the Democrat"
201801016120.0,"Donald Trump, the Republican"
201801016180.0,"Joe Biden, the Democrat"
201801016382.0,"Donald Trump, the Republican"
201801016443.0,"Donald Trump, the Republican"
201801016496.0,
201801016520.0,"Donald Trump, the Republican"
201801016527.0,"Joe Biden, the Democrat"
201801016563.0,"Donald Trump, the Republican"
201801016575.0,"Joe Biden, the Democrat"
201801016589.0,"Joe Biden, the Democrat"
201801016606.0,"Donald Trump, the Republican"
201801016638.0,"Donald Trump, the Republican"
201801016724.0,"Donald Trump, the Republican"
201801016762.0,"Donald Trump, the Republican"
201801016774.0,"Joe Biden, the Democrat"
201801016838.0,
201801016848.0,"Joe Biden, the Democrat"
201801016880.0,
201801017037.0,"Joe Biden, the Democrat"
201801017060.0,"Joe Biden, the Democrat"
201801017081.0,"Joe Biden, the Democrat"
201801017096.0,"Joe Biden, the Democrat"
201801017228.0,
201801017237.0,"Joe Biden, the Democrat"
201801017247.0,"Joe Biden, the Democrat"
201801017407.0,"Joe Biden, the Democrat"
201801017416.0,"Joe Biden, the Democrat"
201801017422.0,"Joe Biden, the Democrat"
201801017429.0,"Donald Trump, the Republican"
201801017444.0,
201801017490.0,"Donald Trump, the Republican"
201801017510.0,"Joe Biden, the Democrat"
201801017551.0,"Joe Biden, the Democrat"
201801017602.0,"Joe Biden, the Democrat"
201801017742.0,"Donald Trump, the Republican"
201801017893.0,
201801017914.0,"Joe Biden, the Democrat"
201801017974.0,"Joe Biden, the Democrat"
201801018037.0,"Jo Jorgensen, the Libertarian Party candidate"
201801018046.0,"Donald Trump, the Republican"
201801018122.0,
201801018142.0,"Joe Biden, the Democrat"
201801018182.0,
201801018360.0,"Joe Biden, the Democrat"
201801018370.0,
201801018472.0,"Joe Biden, the Democrat"
201801018600.0,"Joe Biden, the Democrat"
201801018651.0,
201801018678.0,"Joe Biden, the Democrat"
201801018706.0,
201801018787.0,
201801018806.0,"Donald Trump, the Republican"
201801018863.0,
201801018888.0,
201801018913.0,"Joe Biden, the Democrat"
201801019061.0,
201801019064.0,"Jo Jorgensen, the Libertarian Party candidate"
201801019089.0,"Donald Trump, the Republican"
201801019118.0,"Joe Biden, the Democrat"
201801019125.0,"Donald Trump, the Republican"
201801019145.0,"Donald Trump, the Republican"
201801019166.0,"Donald Trump, the Republican"
201801019301.0,
201801019314.0,
201801019357.0,"Joe Biden, the Democrat"
201801019417.0,"Joe Biden, the Democrat"
201801019537.0,"Donald Trump, the Republican"
201801019604.0,"Joe Biden, the Democrat"
201801019645.0,"Joe Biden, the Democrat"
201801019707.0,"Joe Biden, the Democrat"
201801019747.0,"Donald Trump, the Republican"
201801019754.0,"Joe Biden, the Democrat"
201801019778.0,"Donald Trump, the Republican"
201801019802.0,"Donald Trump, the Republican"
201801019873.0,"Donald Trump, the Republican"
201801019889.0,
201801019984.0,"Joe Biden, the Democrat"
201801020031.0,"Donald Trump, the Republican"
201801020088.0,"Donald Trump, the Republican"
201801020091.0,"Donald Trump, the Republican"
201801020170.0,"Joe Biden, the Democrat"
201801020232.0,"Joe Biden, the Democrat"
201801020250.0,
201801020290.0,
201801020291.0,
201801020339.0,"Donald Trump, the Republican"
201801020386.0,"Joe Biden, the Democrat"
201801020446.0,"Donald Trump, the Republican"
201801020566.0,"Donald Trump, the Republican"
201801020611.0,
201801020891.0,"Joe Biden, the Democrat"
201801020928.0,"Donald Trump, the Republican"
201801020976.0,"Joe Biden, the Democrat"
201801020998.0,"Joe Biden, the Democrat"
201801021001.0,"Joe Biden, the Democrat"
